"Erstellungsdatum";"05.12.2016";
"Name";"umlagentyp";"Erstattungssatz";"01.01.2009";"01.02.2009";"01.03.2009";"01.04.2009";"01.05.2009";"01.06.2009";"01.07.2009";"01.08.2009";"01.09.2009";"01.10.2009";"01.11.2009";"01.12.2009";"01.01.2010";"01.02.2010";"01.03.2010";"01.04.2010";"01.05.2010";"01.06.2010";"01.07.2010";"01.08.2010";"01.09.2010";"01.10.2010";"01.11.2010";"01.12.2010";"01.01.2011";"01.02.2011";"01.03.2011";"01.04.2011";"01.05.2011";"01.06.2011";"01.07.2011";"01.08.2011";"01.09.2011";"01.10.2011";"01.11.2011";"01.12.2011";"01.01.2012";"01.02.2012";"01.03.2012";"01.04.2012";"01.05.2012";"01.06.2012";"01.07.2012";"01.08.2012";"01.09.2012";"01.10.2012";"01.11.2012";"01.12.2012";"01.01.2013";"01.02.2013";"01.03.2013";"01.04.2013";"01.05.2013";"01.06.2013";"01.07.2013";"01.08.2013";"01.09.2013";"01.10.2013";"01.11.2013";"01.12.2013";"01.01.2014";"01.02.2014";"01.03.2014";"01.04.2014";"01.05.2014";"01.06.2014";"01.07.2014";"01.08.2014";"01.09.2014";"01.10.2014";"01.11.2014";"01.12.2014";"01.01.2015";"01.02.2015";"01.03.2015";"01.04.2015";"01.05.2015";"01.06.2015";"01.07.2015";"01.08.2015";"01.09.2015";"01.10.2015";"01.11.2015";"01.12.2015";"01.01.2016";"01.02.2016";"01.03.2016";"01.04.2016";"01.05.2016";"01.06.2016";"01.07.2016";"01.08.2016";"01.09.2016";"01.10.2016";"01.11.2016";"01.12.2016";
"Shell BKK/LIFE (jetzt DAK-Gesundheit)";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Shell BKK/LIFE (jetzt DAK-Gesundheit)";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Shell BKK/LIFE (jetzt DAK-Gesundheit)";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK MOBIL OIL";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK MOBIL OIL";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
"BKK MOBIL OIL";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";
"BKK MOBIL OIL";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";
"BKK MOBIL OIL";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";
"ESSO BKK";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESSO BKK";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESSO BKK";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESSO BKK";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESSO BKK";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK PHOENIX";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK PHOENIX";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK PHOENIX";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"0,00";"0,00";"0,00";"2,10";"2,10";"2,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK PHOENIX";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK PHOENIX";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,00";"0,00";"0,00";"0,32";"0,32";"0,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Axel Springer (jetzt DAK-Gesundheit)";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Axel Springer (jetzt DAK-Gesundheit)";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Axel Springer (jetzt DAK-Gesundheit)";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Axel Springer (jetzt DAK-Gesundheit)";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Axel Springer (jetzt DAK-Gesundheit)";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"3,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK Axel Springer (jetzt DAK-Gesundheit)";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,22";"0,22";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"SECURVITA BKK";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"SECURVITA BKK";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
"SECURVITA BKK";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";
"SECURVITA BKK";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";
"SECURVITA BKK";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";"0,37";
"pronova BKK";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"pronova BKK";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";
"pronova BKK";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";
"pronova BKK";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"";"";"";"";"";"";"";"";"";"";"";"";
"pronova BKK";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,29";"0,29";"0,29";"0,29";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,36";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,29";"0,29";"0,29";"0,29";"0,29";"0,29";"0,29";"0,29";"0,29";"0,29";"0,29";"0,29";
"BKK RWE";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK RWE";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
"BKK RWE";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";
